id	name	side	count	grouping	image	summary	tip	source_url
98	การใช้ Profile ดู Value Area	Neutral	1	เทคนิค	images/techniques/การใช้-profile-ดู-value-area.png	Value Area บอกโซนที่ตลาดยอมรับราคา	เข้าใกล้ VAH/VAL + สัญญาณกลับตัว	https://www.investopedia.com/
99	การเทรดตามระบบอัตโนมัติ (Algo Idea)	Neutral	1	เทคนิค	images/techniques/การเทรดตามระบบอัตโนมัติ-algo-idea.png	สร้างกฎจากอินดิเคเตอร์แล้วให้ระบบยิงคำสั่ง	ลดอารมณ์ระหว่างเทรด	https://www.investopedia.com/terms/a/algorithmic-trading.asp
100	การวิเคราะห์ภาพรวมก่อนเทรด	Neutral	1	เทคนิค	images/techniques/การวิเคราะห์ภาพรวมก่อนเทรด.png	ดูเทรนด์ใหญ่ อินดิเคเตอร์ ข่าว แล้วค่อยเลือกจุดเข้า	ช่วยกรองเทรดไม่ดีออก	https://www.investopedia.com/












